,pdb_id,num_interface,status
683,1bb5,1,Current
684,1bbb,5,Current
685,1bbd,1,Current
686,1bbh,1,Current
687,1bbj,3,Current
688,1bbp,5,Current
689,1bbr,11,Current
690,1bbt,4,Current
691,1bbz,7,Current
692,1bc2,1,Current
693,1bc5,1,Current
694,1bcc,18,Current
695,1bcf,22,Current
696,1bch,3,Current
697,1bcj,3,Current
698,1bcm,1,Current
699,1bcp,20,Current
700,1bcr,1,Current
701,1bcs,1,Current
702,1bcu,2,Current
703,1bd0,1,Current
704,1bd2,4,Current
705,1bd3,4,Current
706,1bd4,4,Current
707,1bd7,1,Current
708,1bd9,1,Current
709,1bda,1,Current
710,1bdf,3,Current
711,1bdj,1,Current
712,1bdl,1,Current
713,1bdm,1,Current
714,1bdq,1,Current
715,1bdr,1,Current
716,1bdt,3,Current
717,1bdv,3,Current
718,1bdw,1,Current
719,1bdy,1,Current
720,1be3,19,Current
721,1be4,3,Current
722,1be9,1,Current
723,1beb,1,Current
724,1beh,1,Current
725,1ben,3,Current
726,1beu,1,Current
727,1bev,6,Current
728,1bey,1,Current
729,1bfm,1,Current
730,1bfo,7,Current
731,1bfr,60,Current
732,1bft,1,Current
733,1bfv,1,Current
734,1bg3,1,Current
735,1bg8,1,Current
736,1bga,4,Current
737,1bgb,1,Current
738,1bgg,4,Current
739,1bgs,4,Current
740,1bgx,3,Current
741,1bgy,44,Current
742,1bh5,3,Current
743,1bh8,1,Current
744,1bh9,1,Current
745,1bhc,20,Current
746,1bhg,1,Current
747,1bhh,1,Current
748,1bhj,1,Current
749,1bhm,1,Current
750,1bhn,9,Current
751,1bho,1,Current
752,1bhq,1,Current
753,1bht,1,Current
754,1bhw,6,Current
755,1bhx,4,Current
756,1bi2,1,Current
757,1bi3,1,Current
758,1bi4,2,Current
759,1bi6,1,Current
760,1bi7,1,Current
761,1bi8,2,Current
762,1bi9,6,Current
763,1bih,1,Current
764,1bii,2,Current
765,1bij,4,Current
766,1bil,1,Current
767,1bim,1,Current
768,1bin,1,Current
769,1biq,1,Current
770,1bis,1,Current
771,1biu,1,Current
772,1biw,1,Current
773,1biz,1,Current
774,1bj1,5,Current
775,1bj3,1,Current
776,1bja,1,Current
777,1bjf,1,Current
778,1bjj,6,Current
779,1bjm,1,Current
780,1bjn,1,Current
781,1bjo,1,Current
782,1bjp,3,Current
783,1bjq,10,Current
784,1bjr,1,Current
785,1bjw,1,Current
786,1bk5,1,Current
787,1bk6,5,Current
788,1bkc,1,Current
789,1bkd,1,Current
790,1bkg,4,Current
791,1bkh,2,Current
792,1bkj,1,Current
793,1bkn,1,Current
794,1bko,2,Current
795,1bkp,1,Current
796,1bks,1,Current
797,1bkv,3,Current
798,1bkz,1,Current
799,1bl3,2,Current
800,1bl8,4,Current
801,1bl9,1,Current
802,1blb,2,Current
803,1bln,2,Current
804,1blx,1,Current
805,1bm0,1,Current
806,1bm3,1,Current
807,1bm7,1,Current
808,1bmb,1,Current
809,1bmd,1,Current
810,1bmf,11,Current
811,1bml,4,Current
812,1bmm,2,Current
813,1bmn,2,Current
814,1bmo,1,Current
815,1bmq,1,Current
816,1bms,3,Current
817,1bmt,1,Current
818,1bmv,1,Current
819,1bmz,1,Current
820,1bnc,1,Current
821,1bnd,1,Current
822,1bne,1,Current
823,1bnf,1,Current
824,1bng,1,Current
825,1bnj,1,Current
826,1bnl,2,Current
827,1bo1,1,Current
828,1bo4,1,Current
829,1bo6,1,Current
830,1bog,3,Current
831,1bom,1,Current
832,1bon,1,Current
833,1bos,20,Current
834,1bou,5,Current
835,1bp3,1,Current
836,1bp7,2,Current
837,1bph,1,Current
838,1bpl,1,Current
839,1bpo,2,Current
840,1bpw,6,Current
841,1bq1,1,Current
842,1bq3,4,Current
843,1bq4,4,Current
844,1bq7,3,Current
845,1bqa,1,Current
846,1bqd,1,Current
847,1bqh,12,Current
848,1bql,3,Current
849,1bqm,1,Current
850,1bqn,1,Current
851,1bqo,1,Current
852,1bqp,3,Current
853,1bqq,1,Current
854,1bqu,1,Current
855,1br1,6,Current
856,1br2,3,Current
857,1br4,6,Current
858,1br8,2,Current
859,1brb,1,Current
860,1brc,1,Current
861,1bre,5,Current
862,1brh,1,Current
863,1bri,1,Current
864,1brj,1,Current
865,1brk,1,Current
866,1brl,2,Current
867,1brm,2,Current
868,1brr,3,Current
869,1brs,4,Current
870,1brw,1,Current
871,1bs3,1,Current
872,1bs4,1,Current
873,1bs5,1,Current
874,1bs6,1,Current
875,1bs7,1,Current
876,1bs8,1,Current
877,1bsa,1,Current
878,1bsb,1,Current
879,1bsc,1,Current
880,1bsd,1,Current
881,1bse,1,Current
882,1bsf,1,Current
883,1bsl,1,Current
884,1bsm,1,Current
885,1bsp,1,Current
886,1bsr,1,Current
887,1bss,1,Current
888,1bsu,1,Current
889,1bsx,2,Current
890,1bsz,1,Current
891,1bt1,1,Current
892,1bt2,1,Current
893,1bt6,5,Current
894,1bt8,1,Current
895,1btg,2,Current
896,1bth,4,Current
897,1btk,1,Current
898,1btm,1,Current
899,1bto,2,Current
900,1bu1,3,Current
901,1bu6,4,Current
902,1bu7,1,Current
903,1bua,1,Current
904,1buc,1,Current
905,1bug,1,Current
906,1buh,1,Current
907,1bui,2,Current
908,1bun,1,Current
909,1buq,1,Current
910,1buv,1,Current
911,1buw,5,Current
912,1bux,3,Current
913,1bv4,3,Current
914,1bv7,1,Current
915,1bv9,1,Current
916,1bve,1,Current
917,1bvg,1,Current
918,1bvi,1,Current
919,1bvk,6,Current
920,1bvl,3,Current
921,1bvn,1,Current
922,1bvp,6,Current
923,1bvr,8,Current
924,1bvu,12,Current
925,1bvy,2,Current
926,1bvz,1,Current
927,1bw0,1,Current
928,1bw8,1,Current
929,1bwa,1,Current
930,1bwb,1,Current
931,1bwf,1,Current
932,1bwn,1,Current
933,1bwu,2,Current
934,1bwv,16,Current
935,1bww,1,Current
936,1bx2,8,Current
937,1bxb,6,Current
938,1bxc,6,Current
939,1bxg,1,Current
940,1bxh,4,Current
941,1bxi,1,Current
942,1bxk,1,Current
943,1bxl,1,Current
944,1bxn,16,Current
945,1bxp,1,Current
946,1bxr,8,Current
947,1bxs,6,Current
948,1bxt,1,Current
949,1bxx,1,Current
950,1bxz,6,Current
951,1by4,1,Current
952,1bye,2,Current
953,1byf,1,Current
954,1byo,1,Current
955,1byu,1,Current
956,1byz,2,Current
957,1bz0,5,Current
958,1bz1,5,Current
959,1bz5,5,Current
960,1bz7,1,Current
961,1bz8,1,Current
962,1bz9,2,Current
963,1bzd,1,Current
964,1bze,1,Current
965,1bzl,1,Current
966,1bzq,6,Current
967,1bzv,1,Current
968,1bzw,4,Current
969,1bzx,1,Current
970,1bzy,6,Current
971,1bzz,5,Current
972,1c02,1,Current
973,1c03,2,Current
974,1c08,3,Current
975,1c09,2,Current
976,1c0e,1,Current
977,1c0f,1,Current
978,1c0g,1,Current
979,1c0m,2,Current
980,1c0t,1,Current
981,1c0u,1,Current
982,1c0w,2,Current
983,1c12,1,Current
984,1c14,1,Current
985,1c16,6,Current
986,1c17,14,Current
987,1c1a,1,Current
988,1c1b,1,Current
989,1c1c,1,Current
990,1c1e,1,Current
991,1c1g,3,Current
992,1c1j,4,Current
993,1c1u,2,Current
994,1c1v,2,Current
995,1c1w,2,Current
996,1c1y,1,Current
997,1c28,3,Current
998,1c29,1,Current
999,1c2o,4,Current
1000,1c2p,1,Current
1001,1c2r,1,Current
1002,1c2y,35,Current
1003,1c30,8,Current
1004,1c39,1,Current
1005,1c3a,1,Current
1006,1c3b,1,Current
1007,1c3c,1,Current
1008,1c3h,6,Current
1009,1c3i,1,Current
1010,1c3o,8,Current
1011,1c3q,3,Current
1012,1c3r,1,Current
1013,1c3u,1,Current
1014,1c3v,1,Current
1015,1c3x,3,Current
1016,1c40,1,Current
1017,1c41,10,Current
1018,1c47,1,Current
1019,1c48,5,Current
1020,1c4d,2,Current
1021,1c4g,1,Current
1022,1c4p,5,Current
1023,1c4q,5,Current
1024,1c4r,11,Current
1025,1c4t,3,Current
1026,1c4u,2,Current
1027,1c4v,2,Current
1028,1c4y,2,Current
1029,1c4z,4,Current
1030,1c51,1,Current
1031,1c5b,1,Current
1032,1c5c,1,Current
1033,1c5d,2,Current
1034,1c5e,3,Current
1035,1c5f,4,Current
1036,1c5l,2,Current
1037,1c5m,1,Current
1038,1c5n,2,Current
1039,1c5o,2,Current
1040,1c5w,1,Current
1041,1c5x,1,Current
1042,1c5y,1,Current
1043,1c5z,1,Current
1044,1c6o,1,Current
1045,1c6v,4,Current
1046,1c6x,1,Current
1047,1c6y,1,Current
1048,1c6z,1,Current
1049,1c70,1,Current
1050,1c72,2,Current
1051,1c77,1,Current
1052,1c78,1,Current
1053,1c7b,5,Current
1054,1c7c,2,Current
1055,1c7d,2,Current
1056,1c7g,6,Current
1057,1c7n,4,Current
1058,1c7o,5,Current
1059,1c7u,1,Current
1060,1c7z,1,Current
1061,1c80,1,Current
1062,1c8b,1,Current
1063,1c8m,5,Current
1064,1c8n,3,Current
1065,1c8o,1,Current
1066,1c8t,1,Current
1067,1c8u,1,Current
1068,1c8v,1,Current
1069,1c94,1,Current
1070,1c9b,5,Current
1071,1c9d,1,Current
1072,1c9i,3,Current
1073,1c9k,3,Current
1074,1c9l,3,Current
1075,1c9o,1,Current
1076,1c9p,1,Current
1077,1c9s,29,Current
1078,1c9t,9,Current
1079,1c9u,1,Current
1080,1ca0,8,Current
1081,1ca4,6,Current
1082,1ca7,3,Current
1083,1ca8,2,Current
1084,1ca9,9,Current
1085,1cag,3,Current
1086,1cau,1,Current
1087,1cav,1,Current
1088,1caw,1,Current
1089,1cax,6,Current
1090,1cb4,1,Current
1091,1cb5,3,Current
1092,1cb7,3,Current
1093,1cbi,1,Current
1094,1cbj,1,Current
1095,1cbk,1,Current
1096,1cbl,6,Current
1097,1cbm,6,Current
1098,1cbr,1,Current
1099,1cbu,3,Current
1100,1cbv,1,Current
1101,1cbw,9,Current
1102,1cc0,3,Current
1103,1cc1,1,Current
1104,1ccw,3,Current
1105,1cd0,1,Current
1106,1cd1,2,Current
1107,1cd3,6,Current
1108,1cd9,4,Current
1109,1cdc,1,Current
1110,1cdd,1,Current
1111,1cdk,2,Current
1112,1cdl,6,Current
1113,1cdm,1,Current
1114,1cdo,1,Current
1115,1cdt,1,Current
1116,1ce0,3,Current
1117,1ce1,3,Current
1118,1ce6,2,Current
1119,1ce7,1,Current
1120,1ce8,8,Current
1121,1ce9,3,Current
1122,1cea,1,Current
1123,1cee,1,Current
1124,1cer,12,Current
1125,1ces,1,Current
1126,1cev,7,Current
1127,1cf0,1,Current
1128,1cf1,4,Current
1129,1cf2,6,Current
1130,1cf4,1,Current
1131,1cf7,1,Current
1132,1cf8,1,Current
1133,1cf9,6,Current
1134,1cff,1,Current
1135,1cfm,2,Current
1136,1cfn,3,Current
1137,1cfp,1,Current
1138,1cfq,1,Current
1139,1cfs,3,Current
1140,1cft,2,Current
1141,1cfv,1,Current
1142,1cfw,1,Current
1143,1cfy,1,Current
1144,1cfz,6,Current
1145,1cg2,6,Current
1146,1cg5,1,Current
1147,1cg8,1,Current
1148,1cg9,2,Current
1149,1cgd,3,Current
1150,1cgf,1,Current
1151,1cgi,1,Current
1152,1cgj,1,Current
1153,1cgl,1,Current
1154,1cgp,1,Current
1155,1cgq,3,Current
1156,1cgs,1,Current
1157,1ch0,2,Current
1158,1ch4,6,Current
1159,1chk,1,Current
1160,1chm,1,Current
1161,1cho,4,Current
1162,1chp,5,Current
1163,1chq,5,Current
1164,1ci0,1,Current
1165,1ci1,1,Current
1166,1ci4,1,Current
1167,1ci6,1,Current
1168,1ci7,1,Current
1169,1ci8,1,Current
1170,1ci9,1,Current
1171,1cic,5,Current
1172,1ciq,1,Current
1173,1cir,1,Current
1174,1ciw,4,Current
1175,1cj0,1,Current
1176,1cj1,6,Current
1177,1cja,1,Current
1178,1cjb,2,Current
1179,1cjd,3,Current
1180,1cje,2,Current
1181,1cjf,2,Current
1182,1cjk,2,Current
1183,1cjp,4,Current
1184,1cjq,1,Current
1185,1cjr,1,Current
1186,1cjt,2,Current
1187,1cju,2,Current
